suspicious,source,score
suspicious-document02126.txt,source-document03339.txt,0.5813282
suspicious-document02128.txt,source-document05135.txt,0.831548199
suspicious-document02156.txt,source-document09016.txt,0.72892842
suspicious-document02292.txt,source-document05765.txt,0.703724712
suspicious-document02310.txt,source-document10088.txt,0.733979136
suspicious-document02319.txt,source-document09431.txt,0.833592535
suspicious-document02325.txt,source-document03384.txt,0.48386546
suspicious-document02353.txt,source-document03343.txt,0.71120847
suspicious-document02383.txt,source-document03862.txt,0.534870317
suspicious-document02404.txt,source-document02840.txt,0.65577935
suspicious-document02428.txt,source-document02777.txt,0.857408095
suspicious-document02481.txt,source-document03999.txt,0.983223183
suspicious-document02512.txt,source-document05861.txt,0.925528106
suspicious-document02629.txt,source-document10742.txt,0.692056583
suspicious-document02636.txt,source-document07022.txt,0.80620772
suspicious-document02666.txt,source-document02804.txt,0.601478743
suspicious-document02672.txt,source-document02553.txt,0.6564084
suspicious-document02706.txt,source-document00970.txt,0.556448527
suspicious-document02740.txt,source-document05924.txt,0.755711127
suspicious-document02759.txt,source-document01604.txt,0.715194346
suspicious-document02813.txt,source-document08093.txt,0.624525917
suspicious-document02859.txt,source-document06466.txt,0.624920936
suspicious-document02985.txt,source-document01173.txt,0.741343425
suspicious-document02992.txt,source-document03805.txt,0.79992378
suspicious-document03026.txt,source-document00455.txt,0.792894788
suspicious-document03050.txt,source-document04376.txt,0.826821938
suspicious-document03268.txt,source-document06478.txt,0.797261717
suspicious-document03285.txt,source-document05165.txt,0.73019802
suspicious-document03290.txt,source-document08201.txt,0.678250683
suspicious-document03381.txt,source-document00018.txt,0.872180451
suspicious-document03445.txt,source-document07038.txt,0.825171995
suspicious-document03468.txt,source-document05752.txt,0.827437952
suspicious-document03499.txt,source-document06450.txt,0.565502938
suspicious-document03504.txt,source-document01852.txt,0.722003087
suspicious-document03510.txt,source-document09937.txt,0.727633406
suspicious-document03512.txt,source-document01712.txt,0.634237218
suspicious-document03514.txt,source-document04608.txt,0.541397289
suspicious-document03533.txt,source-document04009.txt,0.775819594
suspicious-document03544.txt,source-document01922.txt,0.676665196
suspicious-document03545.txt,source-document06172.txt,0.685909
suspicious-document03576.txt,source-document04406.txt,0.832180561
suspicious-document03589.txt,source-document06025.txt,0.88540899
suspicious-document03656.txt,source-document07477.txt,0.768396312
suspicious-document03678.txt,source-document01670.txt,0.546396023
suspicious-document03723.txt,source-document04268.txt,0.957253219
suspicious-document03772.txt,source-document04877.txt,0.67184265
suspicious-document03774.txt,source-document00960.txt,0.744769874
suspicious-document03775.txt,source-document05259.txt,0.962296783
suspicious-document03788.txt,source-document01201.txt,0.780267438
suspicious-document03801.txt,source-document02555.txt,0.680711249
suspicious-document03875.txt,source-document01254.txt,0.827278026
suspicious-document03966.txt,source-document02346.txt,0.589846219
suspicious-document03974.txt,source-document10021.txt,0.74813154
suspicious-document04179.txt,source-document05405.txt,0.594712694
suspicious-document04194.txt,source-document09691.txt,0.617923691
suspicious-document04294.txt,source-document08533.txt,0.820793434
suspicious-document04305.txt,source-document11054.txt,0.545681656
suspicious-document04307.txt,source-document02705.txt,0.667838313
suspicious-document04339.txt,source-document08083.txt,0.923593916
suspicious-document04437.txt,source-document07401.txt,0.727168074
suspicious-document04461.txt,source-document06857.txt,0.719603825
suspicious-document04462.txt,source-document04047.txt,0.639363354
suspicious-document04464.txt,source-document07205.txt,0.653093497
suspicious-document04472.txt,source-document10463.txt,0.655421687
suspicious-document04491.txt,source-document06261.txt,0.741971621
suspicious-document04558.txt,source-document02831.txt,0.895023611
suspicious-document04599.txt,source-document07240.txt,0.647112741
suspicious-document04606.txt,source-document01444.txt,0.661124164
suspicious-document04613.txt,source-document03424.txt,0.658823529
suspicious-document04706.txt,source-document03171.txt,0.715009042
suspicious-document04713.txt,source-document10073.txt,0.745480326
suspicious-document04758.txt,source-document01009.txt,0.715223375
suspicious-document04777.txt,source-document04172.txt,0.757909705
suspicious-document04778.txt,source-document07387.txt,0.752839931
suspicious-document04784.txt,source-document03699.txt,0.552502275
suspicious-document04816.txt,source-document07063.txt,0.682675205
suspicious-document04819.txt,source-document05800.txt,0.820754717
suspicious-document04868.txt,source-document02497.txt,0.566491043
suspicious-document04906.txt,source-document02315.txt,0.71961326
suspicious-document04923.txt,source-document07884.txt,0.756054131
suspicious-document04938.txt,source-document01636.txt,0.71437487
suspicious-document05327.txt,source-document01574.txt,0.689119171
suspicious-document05351.txt,source-document07053.txt,0.788897576
suspicious-document05357.txt,source-document02701.txt,0.820197044
suspicious-document05395.txt,source-document02048.txt,0.664691724
suspicious-document05415.txt,source-document05266.txt,0.762589928
suspicious-document05473.txt,source-document05387.txt,0.993119651
suspicious-document05490.txt,source-document01745.txt,0.63777308
suspicious-document05495.txt,source-document05710.txt,0.729636049
suspicious-document05497.txt,source-document11059.txt,0.799441229
suspicious-document05516.txt,source-document04014.txt,0.804509911
suspicious-document05574.txt,source-document00921.txt,0.653492334
suspicious-document05590.txt,source-document04496.txt,0.708484409
suspicious-document05591.txt,source-document05644.txt,0.666056054
suspicious-document05630.txt,source-document03256.txt,0.606153846
suspicious-document05655.txt,source-document05155.txt,0.70621569
suspicious-document05782.txt,source-document00990.txt,0.906311814
suspicious-document05800.txt,source-document03042.txt,0.81840708
suspicious-document05814.txt,source-document01488.txt,0.75846099
suspicious-document05915.txt,source-document07870.txt,0.832457677
suspicious-document05938.txt,source-document10273.txt,0.618256317
suspicious-document06040.txt,source-document03172.txt,0.767006487
suspicious-document06065.txt,source-document02397.txt,0.590074248
suspicious-document06203.txt,source-document01989.txt,0.85472973
suspicious-document06229.txt,source-document01279.txt,0.542667582
suspicious-document06238.txt,source-document09688.txt,0.570082978
suspicious-document06258.txt,source-document09614.txt,0.712140402
suspicious-document06310.txt,source-document10262.txt,0.653526221
suspicious-document06381.txt,source-document04307.txt,0.48079034
suspicious-document06413.txt,source-document07058.txt,0.699824869
suspicious-document06415.txt,source-document07607.txt,0.677108888
suspicious-document06420.txt,source-document04267.txt,0.718731877
suspicious-document06472.txt,source-document03447.txt,0.711440985
suspicious-document06553.txt,source-document06607.txt,0.882518466
suspicious-document06619.txt,source-document10139.txt,0.597540288
suspicious-document06639.txt,source-document05370.txt,0.752699229
suspicious-document06707.txt,source-document04710.txt,0.827625355
suspicious-document06732.txt,source-document06439.txt,0.74729705
suspicious-document06751.txt,source-document00796.txt,0.857578065
suspicious-document06754.txt,source-document09820.txt,1
suspicious-document06770.txt,source-document03712.txt,0.48612182
suspicious-document06787.txt,source-document10416.txt,0.589859852
suspicious-document06793.txt,source-document09860.txt,0.657554488
suspicious-document06886.txt,source-document07279.txt,0.745828896
suspicious-document06899.txt,source-document01318.txt,0.658959538
suspicious-document06917.txt,source-document01239.txt,0.750086775
suspicious-document06942.txt,source-document11064.txt,0.712454563
suspicious-document06950.txt,source-document00254.txt,0.650119142
suspicious-document07066.txt,source-document07860.txt,0.615241636
suspicious-document07083.txt,source-document00277.txt,0.875351453
suspicious-document07118.txt,source-document10599.txt,0.672925112
suspicious-document07167.txt,source-document06462.txt,0.556743575
suspicious-document07245.txt,source-document10043.txt,0.671725384
suspicious-document07261.txt,source-document08107.txt,0.595182264
suspicious-document07295.txt,source-document04097.txt,0.514097907
suspicious-document07356.txt,source-document01786.txt,0.775353465
suspicious-document07366.txt,source-document07377.txt,0.874085194
suspicious-document07373.txt,source-document06309.txt,0.922413793
suspicious-document07417.txt,source-document09544.txt,0.765242267
suspicious-document07425.txt,source-document06915.txt,0.817571247
suspicious-document07444.txt,source-document04153.txt,0.745165746
suspicious-document07453.txt,source-document09223.txt,0.637657584
suspicious-document07577.txt,source-document02438.txt,0.825831703
suspicious-document07604.txt,source-document04977.txt,0.656679663
suspicious-document07615.txt,source-document09613.txt,0.681018281
suspicious-document07617.txt,source-document08055.txt,0.792961438
suspicious-document07689.txt,source-document05923.txt,0.691143073
suspicious-document07711.txt,source-document01132.txt,0.724099517
suspicious-document07820.txt,source-document10400.txt,0.648264325
suspicious-document07865.txt,source-document08332.txt,0.765911927
suspicious-document07879.txt,source-document07406.txt,0.67963964
suspicious-document07890.txt,source-document10372.txt,0.683803634
suspicious-document07892.txt,source-document09457.txt,0.845561827
suspicious-document07916.txt,source-document10610.txt,0.802766998
suspicious-document07998.txt,source-document05959.txt,0.52408126
suspicious-document08006.txt,source-document09489.txt,0.615355013
suspicious-document08089.txt,source-document06384.txt,0.802101576
suspicious-document08135.txt,source-document00677.txt,0.796864349
suspicious-document08149.txt,source-document10868.txt,0.707129799
suspicious-document08177.txt,source-document04937.txt,0.563872083
suspicious-document08191.txt,source-document02651.txt,0.970008569
suspicious-document08222.txt,source-document08962.txt,0.755213675
suspicious-document08249.txt,source-document08986.txt,0.970754233
suspicious-document08287.txt,source-document10359.txt,0.726209463
suspicious-document08300.txt,source-document01917.txt,0.744729047
suspicious-document08320.txt,source-document05689.txt,0.747865482
suspicious-document08418.txt,source-document03712.txt,0.956687457
suspicious-document08457.txt,source-document07688.txt,0.651062297
suspicious-document08480.txt,source-document06909.txt,0.622116441
suspicious-document08503.txt,source-document02007.txt,0.764246682
suspicious-document08520.txt,source-document07019.txt,0.714858039
suspicious-document08601.txt,source-document03651.txt,0.785779398
suspicious-document08639.txt,source-document02446.txt,0.682970689
suspicious-document08667.txt,source-document03430.txt,0.732572877
suspicious-document08676.txt,source-document09289.txt,0.708303762
suspicious-document08729.txt,source-document00421.txt,0.700732742
suspicious-document08863.txt,source-document00246.txt,0.753648672
suspicious-document08876.txt,source-document11005.txt,0.51148175
suspicious-document08886.txt,source-document01528.txt,0.801442803
suspicious-document08932.txt,source-document07027.txt,0.822353812
suspicious-document08990.txt,source-document09117.txt,0.538538941
suspicious-document09011.txt,source-document03372.txt,0.665574442
suspicious-document09026.txt,source-document05982.txt,0.713382698
suspicious-document09061.txt,source-document07780.txt,0.737129343
suspicious-document09101.txt,source-document01437.txt,0.60326087
suspicious-document09116.txt,source-document08951.txt,0.6
suspicious-document09121.txt,source-document10217.txt,0.817955112
suspicious-document09161.txt,source-document06300.txt,0.669686985
suspicious-document09232.txt,source-document06321.txt,0.666304348
suspicious-document09248.txt,source-document09779.txt,0.960384154
suspicious-document09441.txt,source-document05614.txt,0.794771752
suspicious-document09454.txt,source-document07655.txt,0.732182533
suspicious-document09458.txt,source-document02944.txt,0.780311256
suspicious-document09472.txt,source-document02202.txt,0.682852807
suspicious-document09474.txt,source-document09684.txt,0.777361186
suspicious-document09511.txt,source-document03971.txt,0.563980173
suspicious-document09517.txt,source-document05740.txt,0.701747088
suspicious-document09527.txt,source-document05684.txt,0.700791557
suspicious-document09529.txt,source-document06733.txt,0.837587865
suspicious-document09540.txt,source-document10077.txt,0.619838229
suspicious-document09561.txt,source-document01332.txt,0.563679757
suspicious-document09571.txt,source-document03693.txt,0.72826662
suspicious-document09623.txt,source-document00502.txt,0.653248588
suspicious-document09641.txt,source-document10126.txt,0.741346759
suspicious-document09727.txt,source-document06406.txt,0.74393531
suspicious-document09728.txt,source-document09711.txt,0.941300158
suspicious-document09733.txt,source-document04295.txt,0.719483169
suspicious-document09735.txt,source-document01621.txt,0.820990099
suspicious-document09757.txt,source-document05733.txt,0.71522707
suspicious-document09791.txt,source-document06104.txt,0.874085194
suspicious-document09866.txt,source-document06422.txt,0.737852665
suspicious-document09954.txt,source-document01976.txt,0.609092569
suspicious-document09967.txt,source-document10146.txt,0.756052825
suspicious-document09975.txt,source-document09292.txt,0.658528078
suspicious-document09981.txt,source-document02323.txt,0.75670904
suspicious-document10009.txt,source-document02840.txt,0.576576577
suspicious-document10023.txt,source-document07792.txt,0.696187909
suspicious-document10024.txt,source-document06500.txt,0.700505843
suspicious-document10041.txt,source-document05715.txt,0.693230174
suspicious-document10058.txt,source-document02174.txt,0.75699192
suspicious-document10109.txt,source-document08729.txt,0.7404776
suspicious-document10116.txt,source-document06295.txt,0.685269552
suspicious-document10130.txt,source-document08566.txt,0.708847185
suspicious-document10227.txt,source-document00302.txt,0.540354331
suspicious-document10281.txt,source-document10749.txt,0.559400231
suspicious-document10321.txt,source-document07479.txt,0.622106049
suspicious-document10356.txt,source-document04937.txt,0.681083046
suspicious-document10373.txt,source-document09115.txt,0.594038173
suspicious-document10408.txt,source-document01524.txt,0.580519984
suspicious-document10421.txt,source-document05213.txt,0.558972199
suspicious-document10468.txt,source-document08857.txt,0.638838475
suspicious-document10563.txt,source-document09565.txt,0.621976766
suspicious-document10657.txt,source-document05184.txt,0.807831211
suspicious-document10661.txt,source-document01507.txt,0.683534598
suspicious-document10671.txt,source-document05644.txt,0.64017991
suspicious-document10686.txt,source-document04756.txt,0.672798434
suspicious-document10726.txt,source-document07647.txt,0.93556338
suspicious-document10738.txt,source-document05799.txt,0.682253314
suspicious-document10861.txt,source-document04713.txt,0.547753869
suspicious-document10918.txt,source-document07061.txt,0.975277067
suspicious-document10954.txt,source-document03043.txt,0.742876526
suspicious-document11002.txt,source-document04880.txt,0.746867168
suspicious-document11051.txt,source-document08514.txt,0.514571478
suspicious-document11081.txt,source-document00031.txt,0.80239521
